experiment_timestep,episode,episode_score,timestep_episode,best_score,accumulated_score
900,0,100.0,900,100.0,100.0
900,0,100.0,900,100.0,100.0
1800,0,320.0,1800,320.0,320.0
2162,0,360.0,2162,360.0,360.0
3863,0,420.0,3863,420.0,420.0
