experiment_timestep,episode,episode_score,timestep_episode,best_score,accumulated_score
900,0,0.0,900,0,0.0
1058,0,0.0,1058,0,0.0
1800,1,1.0,742,1.0,1.0
2700,1,1.0,1642,1.0,1.0
2796,1,1.0,1738,1.0,1.0
3468,2,0.0,672,1.0,1.0
3600,3,0.0,132,1.0,1.0
