experiment_timestep,episode,episode_score,timestep_episode,best_score,accumulated_score
900,0,0.0,900,0,0.0
1778,0,0.0,1778,0,0.0
1800,1,0.0,22,0,0.0
2700,1,1.0,922,1.0,1.0
3600,1,1.0,1822,1.0,1.0
