experiment_timestep,episode,episode_score,timestep_episode,best_score,accumulated_score
360900,234,0.0,151,11.0,331.0
361767,234,0.0,1018,11.0,331.0
361800,235,0.0,33,11.0,331.0
362700,235,1.0,933,11.0,332.0
363600,235,1.0,1833,11.0,332.0
363685,235,1.0,1918,11.0,332.0
364500,236,0.0,815,11.0,332.0
365400,236,2.0,1715,11.0,334.0
365425,236,2.0,1740,11.0,334.0
366300,237,1.0,875,11.0,335.0
366983,237,1.0,1558,11.0,335.0
367200,238,1.0,217,11.0,336.0
368100,238,1.0,1117,11.0,336.0
368541,238,1.0,1558,11.0,336.0
369000,239,0.0,459,11.0,336.0
369900,239,1.0,1359,11.0,337.0
370279,239,1.0,1738,11.0,337.0
370800,240,0.0,521,11.0,337.0
371700,240,1.0,1421,11.0,338.0
371777,240,1.0,1498,11.0,338.0
372600,241,0.0,823,11.0,338.0
373455,241,1.0,1678,11.0,339.0
373500,242,0.0,45,11.0,339.0
374400,242,0.0,945,11.0,339.0
374833,242,1.0,1378,11.0,340.0
375300,243,1.0,467,11.0,341.0
376200,243,2.0,1367,11.0,342.0
377100,243,2.0,2267,11.0,342.0
377231,243,2.0,2398,11.0,342.0
378000,244,0.0,769,11.0,342.0
378900,244,1.0,1669,11.0,343.0
379089,244,1.0,1858,11.0,343.0
379800,245,2.0,711,11.0,345.0
380700,245,2.0,1611,11.0,345.0
380767,245,2.0,1678,11.0,345.0
381600,246,1.0,833,11.0,346.0
382500,246,1.0,1733,11.0,346.0
382565,246,1.0,1798,11.0,346.0
383400,247,1.0,835,11.0,347.0
384300,247,1.0,1735,11.0,347.0
384483,247,1.0,1918,11.0,347.0
385200,248,2.0,717,11.0,349.0
386100,248,2.0,1617,11.0,349.0
386281,248,2.0,1798,11.0,349.0
387000,249,1.0,719,11.0,350.0
387053,249,1.0,772,11.0,350.0
387900,250,0.0,847,11.0,350.0
388800,250,0.0,1747,11.0,350.0
388919,250,0.0,1866,11.0,350.0
389700,251,0.0,781,11.0,350.0
390417,251,0.0,1498,11.0,350.0
390600,252,1.0,183,11.0,351.0
391500,252,1.0,1083,11.0,351.0
392155,252,1.0,1738,11.0,351.0
392400,253,0.0,245,11.0,351.0
393239,253,3.0,1084,11.0,354.0
393300,254,0.0,61,11.0,354.0
394200,254,0.0,961,11.0,354.0
394427,254,1.0,1188,11.0,355.0
395100,255,0.0,673,11.0,355.0
395993,255,1.0,1566,11.0,356.0
396000,256,0.0,7,11.0,356.0
396900,256,0.0,907,11.0,356.0
397371,256,1.0,1378,11.0,357.0
397800,257,0.0,429,11.0,357.0
398700,257,1.0,1329,11.0,358.0
399591,257,2.0,2220,11.0,359.0
399600,258,0.0,9,11.0,359.0
900,0,1.0,900,1.0,1.0
1274,0,1.0,1274,1.0,1.0
1800,1,1.0,526,1.0,2.0
