experiment_timestep,episode,episode_score,timestep_episode,best_score,accumulated_score
900,0,1.0,900,1.0,1.0
1304,0,3.0,1304,3.0,3.0
1800,1,0.0,496,3.0,3.0
2700,1,0.0,1396,3.0,3.0
3600,1,1.0,2296,3.0,4.0
3998,1,1.0,2694,3.0,4.0
