experiment_timestep,episode,episode_score,timestep_episode,best_score,accumulated_score
900,0,0.0,900,0,0.0
1418,0,0.0,1418,0,0.0
1800,1,0.0,382,0,0.0
2616,1,0.0,1198,0,0.0
2700,2,0.0,84,0,0.0
3600,2,1.0,984,1.0,1.0
