experiment_timestep,episode,episode_score,timestep_episode,best_score,accumulated_score
900,0,0.0,900,0,0.0
1401,0,1.0,1401,1.0,1.0
1800,1,0.0,399,1.0,1.0
2412,1,0.0,1011,1.0,1.0
2700,2,0.0,288,1.0,1.0
3328,2,1.0,916,1.0,2.0
3600,3,1.0,272,1.0,3.0
