experiment_timestep,episode,episode_score,timestep_episode,best_score,accumulated_score
900,0,0.0,900,0,0.0
1800,0,0.0,1800,0,0.0
2512,0,5.0,2512,5.0,5.0
900,0,15.0,900,15.0,15.0
1800,0,15.0,1800,15.0,15.0
2700,0,45.0,2700,45.0,45.0
900,0,0.0,900,0,0.0
1800,0,120.0,1800,120.0,120.0
900,0,0.0,900,0,0.0
1800,0,105.0,1800,105.0,105.0
900,0,60.0,900,60.0,60.0
900,0,145.0,900,145.0,145.0
900,0,15.0,900,15.0,15.0
1800,0,45.0,1800,45.0,45.0
2232,0,50.0,2232,50.0,50.0
2700,1,25.0,468,50.0,75.0
3600,1,70.0,1368,70.0,120.0
4500,1,90.0,2268,90.0,140.0
5134,1,105.0,2902,105.0,155.0
900,0,50.0,900,50.0,50.0
1800,0,130.0,1800,130.0,130.0
2576,0,230.0,2576,230.0,230.0
2700,1,0.0,124,230.0,230.0
3600,1,40.0,1024,230.0,270.0
4414,1,40.0,1838,230.0,270.0
4500,2,0.0,86,230.0,270.0
5400,2,65.0,986,230.0,335.0
900,0,0.0,900,0,0.0
900,0,10.0,900,10.0,10.0
1800,0,175.0,1800,175.0,175.0
2700,0,365.0,2700,365.0,365.0
3600,0,510.0,3600,510.0,510.0
4500,0,570.0,4500,570.0,570.0
900,0,30.0,900,30.0,30.0
900,0,10.0,900,10.0,10.0
1800,0,30.0,1800,30.0,30.0
2700,0,75.0,2700,75.0,75.0
2728,0,75.0,2728,75.0,75.0
900,0,20.0,900,20.0,20.0
1800,0,20.0,1800,20.0,20.0
2700,0,20.0,2700,20.0,20.0
900,0,15.0,900,15.0,15.0
1800,0,15.0,1800,15.0,15.0
1922,0,15.0,1922,15.0,15.0
2700,1,0.0,778,15.0,15.0
3434,1,0.0,1512,15.0,15.0
3600,2,0.0,166,15.0,15.0
4500,2,0.0,1066,15.0,15.0
4946,2,0.0,1512,15.0,15.0
900,0,20.0,900,20.0,20.0
1800,0,180.0,1800,180.0,180.0
2186,0,185.0,2186,185.0,185.0
2700,1,0.0,514,185.0,185.0
3600,1,105.0,1414,185.0,290.0
900,0,5.0,900,5.0,5.0
1534,0,30.0,1534,30.0,30.0
1800,1,0.0,266,30.0,30.0
2700,1,50.0,1166,50.0,80.0
3600,1,315.0,2066,315.0,345.0
4500,1,390.0,2966,390.0,420.0
4660,1,390.0,3126,390.0,420.0
5400,2,30.0,740,390.0,450.0
6300,2,105.0,1640,390.0,525.0
7200,2,155.0,2540,390.0,575.0
7628,2,190.0,2968,390.0,610.0
8100,3,0.0,472,390.0,610.0
9000,3,20.0,1372,390.0,630.0
9900,3,25.0,2272,390.0,635.0
10462,3,30.0,2834,390.0,640.0
10800,4,0.0,338,390.0,640.0
11700,4,20.0,1238,390.0,660.0
12600,4,55.0,2138,390.0,695.0
13500,4,300.0,3038,390.0,940.0
14028,4,330.0,3566,390.0,970.0
14400,5,5.0,372,390.0,975.0
15300,5,10.0,1272,390.0,980.0
16200,5,40.0,2172,390.0,1010.0
16296,5,40.0,2268,390.0,1010.0
17100,6,45.0,804,390.0,1055.0
18000,6,80.0,1704,390.0,1090.0
18900,6,95.0,2604,390.0,1105.0
19144,6,130.0,2848,390.0,1140.0
19800,7,30.0,656,390.0,1170.0
20700,7,30.0,1556,390.0,1170.0
21036,7,65.0,1892,390.0,1205.0
21600,8,0.0,564,390.0,1205.0
22500,8,65.0,1464,390.0,1270.0
22562,8,65.0,1526,390.0,1270.0
23400,9,50.0,838,390.0,1320.0
24300,9,50.0,1738,390.0,1320.0
24430,9,50.0,1868,390.0,1320.0
25200,10,45.0,770,390.0,1365.0
26100,10,85.0,1670,390.0,1405.0
26824,10,215.0,2394,390.0,1535.0
27000,11,0.0,176,390.0,1535.0
27900,11,50.0,1076,390.0,1585.0
28322,11,50.0,1498,390.0,1585.0
28800,12,20.0,478,390.0,1605.0
29700,12,20.0,1378,390.0,1605.0
30414,12,95.0,2092,390.0,1680.0
30600,13,0.0,186,390.0,1680.0
31500,13,30.0,1086,390.0,1710.0
32400,13,35.0,1986,390.0,1715.0
32440,13,35.0,2026,390.0,1715.0
33300,14,0.0,860,390.0,1715.0
34200,14,0.0,1760,390.0,1715.0
34344,14,0.0,1904,390.0,1715.0
35100,15,35.0,756,390.0,1750.0
36000,15,65.0,1656,390.0,1780.0
36254,15,75.0,1910,390.0,1790.0
36900,16,45.0,646,390.0,1835.0
37800,16,90.0,1546,390.0,1880.0
38700,16,150.0,2446,390.0,1940.0
39600,16,245.0,3346,390.0,2035.0
39752,16,245.0,3498,390.0,2035.0
40500,17,25.0,748,390.0,2060.0
41400,17,75.0,1648,390.0,2110.0
42178,17,135.0,2426,390.0,2170.0
42300,18,0.0,122,390.0,2170.0
43200,18,15.0,1022,390.0,2185.0
44100,18,15.0,1922,390.0,2185.0
44190,18,15.0,2012,390.0,2185.0
45000,19,15.0,810,390.0,2200.0
45670,19,15.0,1480,390.0,2200.0
45900,20,0.0,230,390.0,2200.0
46800,20,10.0,1130,390.0,2210.0
47236,20,45.0,1566,390.0,2245.0
47700,21,25.0,464,390.0,2270.0
48600,21,40.0,1364,390.0,2285.0
49432,21,130.0,2196,390.0,2375.0
49500,22,0.0,68,390.0,2375.0
50400,22,5.0,968,390.0,2380.0
51114,22,10.0,1682,390.0,2385.0
51300,23,0.0,186,390.0,2385.0
52200,23,45.0,1086,390.0,2430.0
53100,23,80.0,1986,390.0,2465.0
54000,23,195.0,2886,390.0,2580.0
54900,23,215.0,3786,390.0,2600.0
55800,23,295.0,4686,390.0,2680.0
55948,23,295.0,4834,390.0,2680.0
56700,24,15.0,752,390.0,2695.0
57600,24,20.0,1652,390.0,2700.0
57916,24,45.0,1968,390.0,2725.0
58500,25,0.0,584,390.0,2725.0
58982,25,75.0,1066,390.0,2800.0
59400,26,5.0,418,390.0,2805.0
60300,26,40.0,1318,390.0,2840.0
61144,26,100.0,2162,390.0,2900.0
61200,27,0.0,56,390.0,2900.0
62100,27,20.0,956,390.0,2920.0
63000,27,35.0,1856,390.0,2935.0
63706,27,95.0,2562,390.0,2995.0
63900,28,0.0,194,390.0,2995.0
64800,28,75.0,1094,390.0,3070.0
65548,28,115.0,1842,390.0,3110.0
65700,29,0.0,152,390.0,3110.0
66600,29,5.0,1052,390.0,3115.0
67500,29,30.0,1952,390.0,3140.0
67620,29,30.0,2072,390.0,3140.0
68400,30,15.0,780,390.0,3155.0
69300,30,50.0,1680,390.0,3190.0
70200,30,60.0,2580,390.0,3200.0
70904,30,95.0,3284,390.0,3235.0
71100,31,0.0,196,390.0,3235.0
72000,31,35.0,1096,390.0,3270.0
72756,31,65.0,1852,390.0,3300.0
72900,32,0.0,144,390.0,3300.0
73800,32,15.0,1044,390.0,3315.0
74310,32,75.0,1554,390.0,3375.0
74700,33,0.0,390,390.0,3375.0
75600,33,45.0,1290,390.0,3420.0
76500,33,85.0,2190,390.0,3460.0
77400,33,190.0,3090,390.0,3565.0
77540,33,190.0,3230,390.0,3565.0
78300,34,15.0,760,390.0,3580.0
79200,34,65.0,1660,390.0,3630.0
79804,34,90.0,2264,390.0,3655.0
80100,35,0.0,296,390.0,3655.0
81000,35,75.0,1196,390.0,3730.0
81900,35,170.0,2096,390.0,3825.0
82204,35,170.0,2400,390.0,3825.0
82800,36,20.0,596,390.0,3845.0
83700,36,60.0,1496,390.0,3885.0
84600,36,135.0,2396,390.0,3960.0
85500,36,160.0,3296,390.0,3985.0
85666,36,160.0,3462,390.0,3985.0
86400,37,15.0,734,390.0,4000.0
87184,37,80.0,1518,390.0,4065.0
87300,38,0.0,116,390.0,4065.0
88200,38,15.0,1016,390.0,4080.0
89100,38,40.0,1916,390.0,4105.0
89194,38,40.0,2010,390.0,4105.0
90000,39,5.0,806,390.0,4110.0
90316,39,20.0,1122,390.0,4125.0
90900,40,25.0,584,390.0,4150.0
91800,40,70.0,1484,390.0,4195.0
92700,40,100.0,2384,390.0,4225.0
93600,40,305.0,3284,390.0,4430.0
93858,40,350.0,3542,390.0,4475.0
94500,41,10.0,642,390.0,4485.0
95400,41,45.0,1542,390.0,4520.0
95944,41,45.0,2086,390.0,4520.0
96300,42,0.0,356,390.0,4520.0
97200,42,65.0,1256,390.0,4585.0
98100,42,65.0,2156,390.0,4585.0
98254,42,65.0,2310,390.0,4585.0
99000,43,5.0,746,390.0,4590.0
99900,43,40.0,1646,390.0,4625.0
100220,43,55.0,1966,390.0,4640.0
100800,44,15.0,580,390.0,4655.0
101700,44,55.0,1480,390.0,4695.0
102364,44,115.0,2144,390.0,4755.0
102600,45,5.0,236,390.0,4760.0
103500,45,40.0,1136,390.0,4795.0
104400,45,75.0,2036,390.0,4830.0
104536,45,75.0,2172,390.0,4830.0
105300,46,20.0,764,390.0,4850.0
106200,46,20.0,1664,390.0,4850.0
106590,46,25.0,2054,390.0,4855.0
107100,47,35.0,510,390.0,4890.0
108000,47,60.0,1410,390.0,4915.0
108900,47,90.0,2310,390.0,4945.0
109800,47,105.0,3210,390.0,4960.0
109868,47,105.0,3278,390.0,4960.0
110700,48,30.0,832,390.0,4990.0
111600,48,55.0,1732,390.0,5015.0
111836,48,60.0,1968,390.0,5020.0
112500,49,15.0,664,390.0,5035.0
113400,49,60.0,1564,390.0,5080.0
113920,49,65.0,2084,390.0,5085.0
114300,50,0.0,380,390.0,5085.0
115066,50,0.0,1146,390.0,5085.0
115200,51,0.0,134,390.0,5085.0
116100,51,10.0,1034,390.0,5095.0
117000,51,20.0,1934,390.0,5105.0
117142,51,20.0,2076,390.0,5105.0
117900,52,15.0,758,390.0,5120.0
118800,52,15.0,1658,390.0,5120.0
119354,52,85.0,2212,390.0,5190.0
119700,53,0.0,346,390.0,5190.0
120600,53,0.0,1246,390.0,5190.0
121500,53,20.0,2146,390.0,5210.0
122400,53,85.0,3046,390.0,5275.0
123132,53,115.0,3778,390.0,5305.0
123300,54,0.0,168,390.0,5305.0
124200,54,5.0,1068,390.0,5310.0
125100,54,35.0,1968,390.0,5340.0
126000,54,95.0,2868,390.0,5400.0
126074,54,95.0,2942,390.0,5400.0
126900,55,80.0,826,390.0,5480.0
127800,55,105.0,1726,390.0,5505.0
128700,55,125.0,2626,390.0,5525.0
128738,55,125.0,2664,390.0,5525.0
129600,56,30.0,862,390.0,5555.0
130454,56,55.0,1716,390.0,5580.0
130500,57,0.0,46,390.0,5580.0
131400,57,5.0,946,390.0,5585.0
132300,57,20.0,1846,390.0,5600.0
133200,57,80.0,2746,390.0,5660.0
133724,57,150.0,3270,390.0,5730.0
134100,58,15.0,376,390.0,5745.0
135000,58,50.0,1276,390.0,5780.0
135900,58,315.0,2176,390.0,6045.0
136542,58,320.0,2818,390.0,6050.0
136800,59,0.0,258,390.0,6050.0
137700,59,5.0,1158,390.0,6055.0
138436,59,5.0,1894,390.0,6055.0
138600,60,0.0,164,390.0,6055.0
139500,60,20.0,1064,390.0,6075.0
140394,60,85.0,1958,390.0,6140.0
140400,61,0.0,6,390.0,6140.0
141300,61,25.0,906,390.0,6165.0
142200,61,50.0,1806,390.0,6190.0
143100,61,95.0,2706,390.0,6235.0
143432,61,120.0,3038,390.0,6260.0
144000,62,50.0,568,390.0,6310.0
144900,62,50.0,1468,390.0,6310.0
145800,62,105.0,2368,390.0,6365.0
146326,62,135.0,2894,390.0,6395.0
146700,63,0.0,374,390.0,6395.0
147474,63,0.0,1148,390.0,6395.0
147600,64,0.0,126,390.0,6395.0
148500,64,10.0,1026,390.0,6405.0
149384,64,20.0,1910,390.0,6415.0
149400,65,0.0,16,390.0,6415.0
150300,65,50.0,916,390.0,6465.0
151200,65,100.0,1816,390.0,6515.0
152100,65,125.0,2716,390.0,6540.0
152864,65,125.0,3480,390.0,6540.0
153000,66,0.0,136,390.0,6540.0
153900,66,35.0,1036,390.0,6575.0
154800,66,35.0,1936,390.0,6575.0
155700,66,70.0,2836,390.0,6610.0
155848,66,70.0,2984,390.0,6610.0
156600,67,25.0,752,390.0,6635.0
157500,67,45.0,1652,390.0,6655.0
157678,67,70.0,1830,390.0,6680.0
158400,68,15.0,722,390.0,6695.0
159282,68,60.0,1604,390.0,6740.0
159300,69,0.0,18,390.0,6740.0
160200,69,15.0,918,390.0,6755.0
161100,69,105.0,1818,390.0,6845.0
161214,69,105.0,1932,390.0,6845.0
162000,70,50.0,786,390.0,6895.0
162900,70,170.0,1686,390.0,7015.0
163800,70,265.0,2586,390.0,7110.0
164342,70,265.0,3128,390.0,7110.0
164700,71,0.0,358,390.0,7110.0
165600,71,15.0,1258,390.0,7125.0
166500,71,45.0,2158,390.0,7155.0
167228,71,50.0,2886,390.0,7160.0
167400,72,0.0,172,390.0,7160.0
168300,72,15.0,1072,390.0,7175.0
169200,72,60.0,1972,390.0,7220.0
169456,72,100.0,2228,390.0,7260.0
170100,73,45.0,644,390.0,7305.0
170542,73,50.0,1086,390.0,7310.0
171000,74,5.0,458,390.0,7315.0
171900,74,20.0,1358,390.0,7330.0
172800,74,95.0,2258,390.0,7405.0
173700,74,130.0,3158,390.0,7440.0
174026,74,155.0,3484,390.0,7465.0
174600,75,5.0,574,390.0,7470.0
175500,75,15.0,1474,390.0,7480.0
176400,75,35.0,2374,390.0,7500.0
176942,75,60.0,2916,390.0,7525.0
177300,76,0.0,358,390.0,7525.0
178200,76,20.0,1258,390.0,7545.0
178936,76,75.0,1994,390.0,7600.0
179100,77,0.0,164,390.0,7600.0
180000,77,20.0,1064,390.0,7620.0
180900,77,50.0,1964,390.0,7650.0
181734,77,65.0,2798,390.0,7665.0
181800,78,0.0,66,390.0,7665.0
182700,78,5.0,966,390.0,7670.0
183152,78,5.0,1418,390.0,7670.0
183600,79,5.0,448,390.0,7675.0
184500,79,20.0,1348,390.0,7690.0
185334,79,65.0,2182,390.0,7735.0
185400,80,0.0,66,390.0,7735.0
186300,80,5.0,966,390.0,7740.0
187200,80,115.0,1866,390.0,7850.0
188100,80,170.0,2766,390.0,7905.0
188932,80,190.0,3598,390.0,7925.0
189000,81,0.0,68,390.0,7925.0
189900,81,10.0,968,390.0,7935.0
190800,81,20.0,1868,390.0,7945.0
191616,81,25.0,2684,390.0,7950.0
191700,82,0.0,84,390.0,7950.0
192600,82,60.0,984,390.0,8010.0
193500,82,60.0,1884,390.0,8010.0
194270,82,70.0,2654,390.0,8020.0
194400,83,0.0,130,390.0,8020.0
195300,83,35.0,1030,390.0,8055.0
196200,83,130.0,1930,390.0,8150.0
197100,83,185.0,2830,390.0,8205.0
197618,83,240.0,3348,390.0,8260.0
198000,84,0.0,382,390.0,8260.0
198900,84,5.0,1282,390.0,8265.0
199230,84,35.0,1612,390.0,8295.0
199800,85,20.0,570,390.0,8315.0
200700,85,260.0,1470,390.0,8555.0
201600,85,290.0,2370,390.0,8585.0
201840,85,365.0,2610,390.0,8660.0
202500,86,5.0,660,390.0,8665.0
203390,86,50.0,1550,390.0,8710.0
203400,87,0.0,10,390.0,8710.0
204300,87,20.0,910,390.0,8730.0
204894,87,35.0,1504,390.0,8745.0
205200,88,5.0,306,390.0,8750.0
206100,88,45.0,1206,390.0,8790.0
207000,88,80.0,2106,390.0,8825.0
207646,88,95.0,2752,390.0,8840.0
207900,89,0.0,254,390.0,8840.0
208800,89,5.0,1154,390.0,8845.0
209098,89,5.0,1452,390.0,8845.0
209700,90,0.0,602,390.0,8845.0
210600,90,5.0,1502,390.0,8850.0
211236,90,10.0,2138,390.0,8855.0
211500,91,0.0,264,390.0,8855.0
212400,91,10.0,1164,390.0,8865.0
213300,91,55.0,2064,390.0,8910.0
214200,91,115.0,2964,390.0,8970.0
214474,91,115.0,3238,390.0,8970.0
215100,92,5.0,626,390.0,8975.0
216000,92,30.0,1526,390.0,9000.0
216114,92,30.0,1640,390.0,9000.0
216900,93,30.0,786,390.0,9030.0
217800,93,100.0,1686,390.0,9100.0
218700,93,115.0,2586,390.0,9115.0
219030,93,115.0,2916,390.0,9115.0
219600,94,60.0,570,390.0,9175.0
220500,94,65.0,1470,390.0,9180.0
221400,94,125.0,2370,390.0,9240.0
221746,94,145.0,2716,390.0,9260.0
222300,95,15.0,554,390.0,9275.0
223200,95,50.0,1454,390.0,9310.0
223838,95,65.0,2092,390.0,9325.0
224100,96,0.0,262,390.0,9325.0
224890,96,5.0,1052,390.0,9330.0
225000,97,0.0,110,390.0,9330.0
225900,97,70.0,1010,390.0,9400.0
226800,97,105.0,1910,390.0,9435.0
226836,97,105.0,1946,390.0,9435.0
227700,98,30.0,864,390.0,9465.0
228600,98,80.0,1764,390.0,9515.0
228978,98,80.0,2142,390.0,9515.0
229500,99,10.0,522,390.0,9525.0
230400,99,25.0,1422,390.0,9540.0
231300,99,60.0,2322,390.0,9575.0
231740,99,105.0,2762,390.0,9620.0
232200,100,5.0,460,390.0,9625.0
233100,100,10.0,1360,390.0,9630.0
234000,100,10.0,2260,390.0,9630.0
234686,100,40.0,2946,390.0,9660.0
234900,101,0.0,214,390.0,9660.0
235800,101,35.0,1114,390.0,9695.0
236700,101,110.0,2014,390.0,9770.0
237600,101,115.0,2914,390.0,9775.0
238500,101,330.0,3814,390.0,9990.0
238782,101,330.0,4096,390.0,9990.0
239400,102,20.0,618,390.0,10010.0
240300,102,30.0,1518,390.0,10020.0
240382,102,30.0,1600,390.0,10020.0
241200,103,30.0,818,390.0,10050.0
242100,103,30.0,1718,390.0,10050.0
242302,103,35.0,1920,390.0,10055.0
243000,104,0.0,698,390.0,10055.0
243900,104,5.0,1598,390.0,10060.0
244284,104,5.0,1982,390.0,10060.0
244800,105,25.0,516,390.0,10085.0
245700,105,65.0,1416,390.0,10125.0
246356,105,65.0,2072,390.0,10125.0
246600,106,0.0,244,390.0,10125.0
247500,106,0.0,1144,390.0,10125.0
248400,106,30.0,2044,390.0,10155.0
249300,106,60.0,2944,390.0,10185.0
249380,106,60.0,3024,390.0,10185.0
250200,107,55.0,820,390.0,10240.0
251100,107,80.0,1720,390.0,10265.0
252000,107,95.0,2620,390.0,10280.0
252350,107,115.0,2970,390.0,10300.0
252900,108,35.0,550,390.0,10335.0
253800,108,60.0,1450,390.0,10360.0
254700,108,120.0,2350,390.0,10420.0
254716,108,120.0,2366,390.0,10420.0
255600,109,30.0,884,390.0,10450.0
256500,109,300.0,1784,390.0,10720.0
257396,109,330.0,2680,390.0,10750.0
257400,110,0.0,4,390.0,10750.0
258300,110,15.0,904,390.0,10765.0
259200,110,40.0,1804,390.0,10790.0
259544,110,40.0,2148,390.0,10790.0
260100,111,5.0,556,390.0,10795.0
261000,111,30.0,1456,390.0,10820.0
261586,111,100.0,2042,390.0,10890.0
261900,112,5.0,314,390.0,10895.0
262800,112,55.0,1214,390.0,10945.0
263546,112,80.0,1960,390.0,10970.0
263700,113,0.0,154,390.0,10970.0
264600,113,15.0,1054,390.0,10985.0
265500,113,20.0,1954,390.0,10990.0
266400,113,35.0,2854,390.0,11005.0
266790,113,35.0,3244,390.0,11005.0
267300,114,15.0,510,390.0,11020.0
268200,114,120.0,1410,390.0,11125.0
269100,114,220.0,2310,390.0,11225.0
270000,114,260.0,3210,390.0,11265.0
270396,114,285.0,3606,390.0,11290.0
270900,115,30.0,504,390.0,11320.0
271800,115,55.0,1404,390.0,11345.0
272700,115,175.0,2304,390.0,11465.0
273600,115,240.0,3204,390.0,11530.0
273710,115,240.0,3314,390.0,11530.0
274500,116,0.0,790,390.0,11530.0
275400,116,15.0,1690,390.0,11545.0
276300,116,40.0,2590,390.0,11570.0
276436,116,40.0,2726,390.0,11570.0
277200,117,35.0,764,390.0,11605.0
278100,117,35.0,1664,390.0,11605.0
279000,117,75.0,2564,390.0,11645.0
279900,117,145.0,3464,390.0,11715.0
280800,117,240.0,4364,390.0,11810.0
280894,117,240.0,4458,390.0,11810.0
281700,118,25.0,806,390.0,11835.0
282600,118,80.0,1706,390.0,11890.0
282928,118,80.0,2034,390.0,11890.0
283500,119,5.0,572,390.0,11895.0
284400,119,80.0,1472,390.0,11970.0
285300,119,145.0,2372,390.0,12035.0
285834,119,175.0,2906,390.0,12065.0
286200,120,0.0,366,390.0,12065.0
287100,120,105.0,1266,390.0,12170.0
288000,120,120.0,2166,390.0,12185.0
288156,120,120.0,2322,390.0,12185.0
288900,121,50.0,744,390.0,12235.0
289800,121,100.0,1644,390.0,12285.0
290700,121,145.0,2544,390.0,12330.0
291600,121,160.0,3444,390.0,12345.0
292182,121,185.0,4026,390.0,12370.0
292500,122,0.0,318,390.0,12370.0
293400,122,10.0,1218,390.0,12380.0
294300,122,65.0,2118,390.0,12435.0
295010,122,140.0,2828,390.0,12510.0
295200,123,0.0,190,390.0,12510.0
296100,123,30.0,1090,390.0,12540.0
297000,123,45.0,1990,390.0,12555.0
297100,123,45.0,2090,390.0,12555.0
297900,124,15.0,800,390.0,12570.0
298800,124,30.0,1700,390.0,12585.0
299700,124,95.0,2600,390.0,12650.0
300600,124,185.0,3500,390.0,12740.0
300892,124,210.0,3792,390.0,12765.0
301500,125,20.0,608,390.0,12785.0
302400,125,25.0,1508,390.0,12790.0
303300,125,35.0,2408,390.0,12800.0
303812,125,70.0,2920,390.0,12835.0
304200,126,0.0,388,390.0,12835.0
305100,126,30.0,1288,390.0,12865.0
306000,126,60.0,2188,390.0,12895.0
306434,126,60.0,2622,390.0,12895.0
306900,127,5.0,466,390.0,12900.0
307800,127,45.0,1366,390.0,12940.0
308154,127,45.0,1720,390.0,12940.0
308700,128,40.0,546,390.0,12980.0
309600,128,60.0,1446,390.0,13000.0
310500,128,300.0,2346,390.0,13240.0
310984,128,350.0,2830,390.0,13290.0
311400,129,0.0,416,390.0,13290.0
312300,129,20.0,1316,390.0,13310.0
312806,129,35.0,1822,390.0,13325.0
313200,130,0.0,394,390.0,13325.0
314100,130,5.0,1294,390.0,13330.0
314906,130,50.0,2100,390.0,13375.0
315000,131,0.0,94,390.0,13375.0
315900,131,5.0,994,390.0,13380.0
316800,131,90.0,1894,390.0,13465.0
317700,131,115.0,2794,390.0,13490.0
318282,131,190.0,3376,390.0,13565.0
318600,132,0.0,318,390.0,13565.0
319500,132,50.0,1218,390.0,13615.0
320344,132,65.0,2062,390.0,13630.0
320400,133,0.0,56,390.0,13630.0
321300,133,30.0,956,390.0,13660.0
321366,133,30.0,1022,390.0,13660.0
322200,134,15.0,834,390.0,13675.0
323100,134,65.0,1734,390.0,13725.0
324000,134,135.0,2634,390.0,13795.0
324190,134,135.0,2824,390.0,13795.0
324900,135,30.0,710,390.0,13825.0
325800,135,75.0,1610,390.0,13870.0
326700,135,90.0,2510,390.0,13885.0
327488,135,140.0,3298,390.0,13935.0
327600,136,0.0,112,390.0,13935.0
328500,136,60.0,1012,390.0,13995.0
329400,136,120.0,1912,390.0,14055.0
329866,136,355.0,2378,390.0,14290.0
330300,137,0.0,434,390.0,14290.0
331200,137,55.0,1334,390.0,14345.0
331460,137,55.0,1594,390.0,14345.0
332100,138,15.0,640,390.0,14360.0
333000,138,65.0,1540,390.0,14410.0
333608,138,125.0,2148,390.0,14470.0
333900,139,0.0,292,390.0,14470.0
334800,139,35.0,1192,390.0,14505.0
335700,139,255.0,2092,390.0,14725.0
336600,139,320.0,2992,390.0,14790.0
337500,139,455.0,3892,455.0,14925.0
337852,139,475.0,4244,475.0,14945.0
338400,140,35.0,548,475.0,14980.0
339300,140,35.0,1448,475.0,14980.0
339340,140,35.0,1488,475.0,14980.0
340200,141,50.0,860,475.0,15030.0
341100,141,75.0,1760,475.0,15055.0
341316,141,105.0,1976,475.0,15085.0
342000,142,5.0,684,475.0,15090.0
342746,142,30.0,1430,475.0,15115.0
342900,143,0.0,154,475.0,15115.0
343800,143,15.0,1054,475.0,15130.0
343820,143,15.0,1074,475.0,15130.0
344700,144,30.0,880,475.0,15160.0
345600,144,65.0,1780,475.0,15195.0
345826,144,65.0,2006,475.0,15195.0
346500,145,5.0,674,475.0,15200.0
347400,145,85.0,1574,475.0,15280.0
347730,145,90.0,1904,475.0,15285.0
348300,146,30.0,570,475.0,15315.0
349200,146,45.0,1470,475.0,15330.0
350100,146,290.0,2370,475.0,15575.0
350452,146,335.0,2722,475.0,15620.0
351000,147,0.0,548,475.0,15620.0
351624,147,35.0,1172,475.0,15655.0
351900,148,0.0,276,475.0,15655.0
352800,148,55.0,1176,475.0,15710.0
353700,148,115.0,2076,475.0,15770.0
354600,148,200.0,2976,475.0,15855.0
354712,148,200.0,3088,475.0,15855.0
355500,149,40.0,788,475.0,15895.0
356400,149,95.0,1688,475.0,15950.0
357300,149,190.0,2588,475.0,16045.0
358154,149,235.0,3442,475.0,16090.0
358200,150,0.0,46,475.0,16090.0
359100,150,15.0,946,475.0,16105.0
360000,150,45.0,1846,475.0,16135.0
360186,150,80.0,2032,475.0,16170.0
360900,151,20.0,714,475.0,16190.0
361800,151,65.0,1614,475.0,16235.0
362700,151,110.0,2514,475.0,16280.0
363102,151,110.0,2916,475.0,16280.0
363600,152,50.0,498,475.0,16330.0
364500,152,135.0,1398,475.0,16415.0
365196,152,150.0,2094,475.0,16430.0
365400,153,0.0,204,475.0,16430.0
366300,153,15.0,1104,475.0,16445.0
366358,153,15.0,1162,475.0,16445.0
367200,154,35.0,842,475.0,16480.0
368100,154,35.0,1742,475.0,16480.0
369000,154,65.0,2642,475.0,16510.0
369318,154,95.0,2960,475.0,16540.0
369900,155,15.0,582,475.0,16555.0
370800,155,30.0,1482,475.0,16570.0
371700,155,75.0,2382,475.0,16615.0
372600,155,225.0,3282,475.0,16765.0
372916,155,225.0,3598,475.0,16765.0
373500,156,60.0,584,475.0,16825.0
374400,156,100.0,1484,475.0,16865.0
375300,156,170.0,2384,475.0,16935.0
376032,156,210.0,3116,475.0,16975.0
376200,157,0.0,168,475.0,16975.0
377100,157,35.0,1068,475.0,17010.0
378000,157,45.0,1968,475.0,17020.0
378148,157,45.0,2116,475.0,17020.0
378900,158,10.0,752,475.0,17030.0
379800,158,20.0,1652,475.0,17040.0
380700,158,40.0,2552,475.0,17060.0
381458,158,85.0,3310,475.0,17105.0
381600,159,0.0,142,475.0,17105.0
382500,159,50.0,1042,475.0,17155.0
383400,159,55.0,1942,475.0,17160.0
383554,159,55.0,2096,475.0,17160.0
384300,160,20.0,746,475.0,17180.0
385200,160,90.0,1646,475.0,17250.0
386100,160,90.0,2546,475.0,17250.0
386434,160,95.0,2880,475.0,17255.0
387000,161,20.0,566,475.0,17275.0
387900,161,110.0,1466,475.0,17365.0
388800,161,205.0,2366,475.0,17460.0
389700,161,275.0,3266,475.0,17530.0
389712,161,275.0,3278,475.0,17530.0
390600,162,55.0,888,475.0,17585.0
391500,162,95.0,1788,475.0,17625.0
391652,162,95.0,1940,475.0,17625.0
392400,163,5.0,748,475.0,17630.0
393300,163,30.0,1648,475.0,17655.0
393696,163,100.0,2044,475.0,17725.0
394200,164,0.0,504,475.0,17725.0
394786,164,30.0,1090,475.0,17755.0
395100,165,5.0,314,475.0,17760.0
396000,165,45.0,1214,475.0,17800.0
396866,165,85.0,2080,475.0,17840.0
396900,166,0.0,34,475.0,17840.0
397800,166,25.0,934,475.0,17865.0
398620,166,40.0,1754,475.0,17880.0
398700,167,0.0,80,475.0,17880.0
399600,167,15.0,980,475.0,17895.0
399732,167,15.0,1112,475.0,17895.0
