experiment_timestep,episode,episode_score,timestep_episode,best_score,accumulated_score
169548,50,340.0,4618,1300.0,19560.0
170100,51,60.0,552,1300.0,19620.0
171000,51,200.0,1452,1300.0,19760.0
171900,51,300.0,2352,1300.0,19860.0
172800,51,500.0,3252,1300.0,20060.0
173593,51,500.0,4045,1300.0,20060.0
173700,52,0.0,107,1300.0,20060.0
174600,52,1060.0,1007,1300.0,21120.0
175500,52,1580.0,1907,1580.0,21640.0
175836,52,1680.0,2243,1680.0,21740.0
176400,53,100.0,564,1680.0,21840.0
177300,53,220.0,1464,1680.0,21960.0
178200,53,560.0,2364,1680.0,22300.0
178858,53,640.0,3022,1680.0,22380.0
179100,54,0.0,242,1680.0,22380.0
180000,54,80.0,1142,1680.0,22460.0
180900,54,160.0,2042,1680.0,22540.0
181800,54,340.0,2942,1680.0,22720.0
182587,54,340.0,3729,1680.0,22720.0
182700,55,0.0,113,1680.0,22720.0
183600,55,80.0,1013,1680.0,22800.0
184500,55,120.0,1913,1680.0,22840.0
185400,55,220.0,2813,1680.0,22940.0
186300,55,280.0,3713,1680.0,23000.0
186411,55,280.0,3824,1680.0,23000.0
187200,56,80.0,789,1680.0,23080.0
188100,56,80.0,1689,1680.0,23080.0
189000,56,180.0,2589,1680.0,23180.0
189200,56,180.0,2789,1680.0,23180.0
189900,57,60.0,700,1680.0,23240.0
190800,57,260.0,1600,1680.0,23440.0
191443,57,360.0,2243,1680.0,23540.0
191700,58,60.0,257,1680.0,23600.0
192600,58,120.0,1157,1680.0,23660.0
193500,58,280.0,2057,1680.0,23820.0
194400,58,360.0,2957,1680.0,23900.0
195300,58,420.0,3857,1680.0,23960.0
195687,58,460.0,4244,1680.0,24000.0
196200,59,60.0,513,1680.0,24060.0
197100,59,100.0,1413,1680.0,24100.0
197930,59,260.0,2243,1680.0,24260.0
198000,60,20.0,70,1680.0,24280.0
198900,60,20.0,970,1680.0,24280.0
199800,60,180.0,1870,1680.0,24440.0
200700,60,320.0,2770,1680.0,24580.0
200912,60,340.0,2982,1680.0,24600.0
201600,61,60.0,688,1680.0,24660.0
202500,61,120.0,1588,1680.0,24720.0
203400,61,360.0,2488,1680.0,24960.0
204300,61,420.0,3388,1680.0,25020.0
205161,61,500.0,4249,1680.0,25100.0
205200,62,0.0,39,1680.0,25100.0
206100,62,160.0,939,1680.0,25260.0
207000,62,320.0,1839,1680.0,25420.0
207900,62,440.0,2739,1680.0,25540.0
208014,62,440.0,2853,1680.0,25540.0
208800,63,120.0,786,1680.0,25660.0
209700,63,220.0,1686,1680.0,25760.0
210297,63,240.0,2283,1680.0,25780.0
210600,64,60.0,303,1680.0,25840.0
211500,64,120.0,1203,1680.0,25900.0
