experiment_timestep,episode,episode_score,timestep_episode,best_score,accumulated_score
900,0,120.0,900,120.0,120.0
1800,0,200.0,1800,200.0,200.0
2302,0,240.0,2302,240.0,240.0
2700,1,0.0,398,240.0,240.0
3600,1,80.0,1298,240.0,320.0
