experiment_timestep,episode,episode_score,timestep_episode,best_score,accumulated_score
900,0,100.0,900,100.0,100.0
1800,0,100.0,1800,100.0,100.0
2700,0,240.0,2700,240.0,240.0
2821,0,260.0,2821,260.0,260.0
3600,1,60.0,779,260.0,320.0
